,uid,odi_type,team,opposition,toss_won,bat_first_win_prob,is_home,balls_total,stadium_id,runs,run_rate,balls_per_wicket,runs_per_wicket,year,all_out_flag,deviation_from_avg_score,win_percentage
1341,61653,daynight,England,Australia,0,0.583333333,0,300,905,303,6.06,33.33333333,33.66666667,2015,0,60,0
1342,61651,daynight,India,England,1,0.435897436,0,237,209,153,3.873417722,21.54545455,13.90909091,2015,1,-75,0
1343,61649,daynight,England,Australia,1,0.566037736,0,287,132,234,4.891986063,26.09090909,21.27272727,2015,1,10,0
1344,53345,daynight,England,New-Zealand,1,0.516129032,0,200,1166,123,3.69,18.18181818,11.18181818,2015,1,-110,0
1345,53331,daynight,Australia,England,0,0.483221477,1,300,61,342,6.84,30,34.2,2015,0,120,1
1346,61659,day,Australia,England,0,0.50617284,1,300,213,278,5.56,33.33333333,30.88888889,2015,0,55,1
1347,53393,daynight,Bangladesh,England,0,0.541176471,0,300,131,275,5.5,37.5,34.375,2015,0,45,1
1348,53371,day,England,Sri-Lanka,1,0.516129032,0,300,1166,309,6.18,42.85714286,44.14285714,2015,0,76,0
1349,61369,day,New-Zealand,England,0,0.368421053,0,300,1039,283,5.66,30,28.3,2015,0,34,0
1350,61367,daynight,New-Zealand,England,1,0.428571429,0,300,34,349,6.98,37.5,43.625,2015,0,95,0
1351,61365,day,England,New-Zealand,1,0.451612903,1,272,1184,302,6.661764706,24.72727273,27.45454545,2015,1,55,0
1352,61363,daynight,New-Zealand,England,1,0.410958904,0,300,45,398,7.96,50,66.33333333,2015,0,147,1
1353,61361,daynight,England,New-Zealand,0,0.412698413,1,300,164,408,8.16,30,40.8,2015,0,178,1
1354,61403,day,England,Australia,1,0.472727273,1,198,75,138,4.181818182,19.8,13.8,2015,0,-90,0
1355,61401,day,Australia,England,1,0.391304348,0,300,179,299,5.98,37.5,37.375,2015,0,70,0
1356,61399,daynight,England,Australia,1,0.472727273,1,300,75,300,6,33.33333333,33.33333333,2015,0,72,1
1357,61397,day,Australia,England,0,0.462686567,0,294,10,309,6.306122449,36.75,38.625,2015,0,69,1
1358,61395,daynight,Australia,England,1,0.451612903,0,300,1184,305,6.1,42.85714286,43.57142857,2015,0,58,1
1359,70663,daynight,England,Pakistan,1,0.352941176,0,300,2439,355,7.1,50,59.16666667,2015,0,126,1
1360,70661,daynight,Pakistan,England,1,0.53526971,0,299,848,208,4.173913043,27.18181818,18.90909091,2015,1,-16,0
1361,70659,daynight,England,Pakistan,1,0.652173913,0,300,1965,283,5.66,50,47.16666667,2015,0,36,1
1362,70657,daynight,England,Pakistan,1,0.652173913,0,298,1965,216,4.348993289,27.09090909,19.63636364,2015,1,-31,0
1363,61647,daynight,India,Australia,1,0.483221477,0,300,61,267,5.34,33.33333333,29.66666667,2015,0,45,0
1364,53367,daynight,Australia,New-Zealand,1,0.38961039,0,194,283,151,4.670103093,17.63636364,13.72727273,2015,1,-68,0
1365,53425,daynight,New-Zealand,Australia,1,0.483221477,0,270,61,183,4.066666667,24.54545455,16.63636364,2015,1,-39,0
1366,53423,daynight,Australia,India,1,0.566037736,1,300,132,328,6.56,37.5,41,2015,0,104,1
1367,53417,daynight,Pakistan,Australia,1,0.541176471,0,299,131,213,4.274247492,27.18181818,19.36363636,2015,1,-17,0
1368,53391,daynight,Australia,Sri-Lanka,1,0.566037736,1,300,132,376,7.52,30,37.6,2015,0,152,1
1369,60299,daynight,South-Africa,West-Indies,0,0.407407407,1,252,902,361,8.595238095,42,60.16666667,2015,0,115,1
1370,60297,day,South-Africa,West-Indies,0,0.476190476,1,300,173,262,5.24,33.33333333,29.11111111,2015,0,29,0
1371,60295,daynight,West-Indies,South-Africa,1,0.454545455,0,202,931,122,3.623762376,18.36363636,11.09090909,2015,1,-103,0
1372,60293,day,South-Africa,West-Indies,0,0.395348837,1,300,508,439,8.78,100,146.3333333,2015,0,203,1
1373,60291,daynight,South-Africa,West-Indies,1,0.468085106,1,290,302,279,5.772413793,32.22222222,31,2015,0,44,1
1374,53365,daynight,South-Africa,West-Indies,1,0.566037736,0,300,132,408,8.16,50,68,2015,0,184,1
1375,53353,daynight,India,South-Africa,1,0.483221477,0,300,61,307,6.14,37.5,38.375,2015,0,85,1
1376,53421,daynight,South-Africa,New-Zealand,1,0.38961039,0,258,283,281,6.534883721,43,46.83333333,2015,0,62,0
1377,53413,daynight,Sri-Lanka,South-Africa,1,0.566037736,0,224,132,133,3.5625,20.36363636,12.09090909,2015,1,-91,0
1378,53385,daynight,Pakistan,South-Africa,0,0.38961039,0,280,283,222,4.757142857,25.45454545,20.18181818,2015,1,3,1
1379,66493,daynight,South-Africa,Bangladesh,1,0.315789474,0,240,1931,168,4.2,24,16.8,2015,0,-40,0
1380,66491,daynight,South-Africa,Bangladesh,1,0.462962963,0,276,2025,162,3.52173913,25.09090909,14.72727273,2015,1,-67,0
1381,66489,daynight,Bangladesh,South-Africa,1,0.462962963,1,219,2025,160,4.383561644,19.90909091,14.54545455,2015,1,-69,0
1382,67621,daynight,South-Africa,New-Zealand,1,0.468085106,1,300,302,283,5.66,37.5,35.375,2015,0,48,1
1383,67619,day,South-Africa,New-Zealand,1,0.37037037,1,297,1367,204,4.121212121,27,18.54545455,2015,1,-24,0
1384,67617,daynight,South-Africa,New-Zealand,0,0.407407407,1,300,902,304,6.08,37.5,38,2015,0,58,1
1385,70725,daynight,South-Africa,India,1,0.48,0,300,713,438,8.76,60,87.6,2015,0,198,1
1386,70723,daynight,India,South-Africa,1,0.590909091,1,300,291,299,5.98,33.33333333,33.22222222,2015,0,58,1
1387,70721,daynight,South-Africa,India,1,1,0,300,2401,270,5.4,37.5,33.75,2015,0,-41,1
1388,70719,daynight,India,South-Africa,1,0.6,1,300,1055,247,4.94,30,24.7,2015,0,-60,1
1389,70717,day,South-Africa,India,1,0.466666667,0,300,419,303,6.06,50,50.5,2015,0,58,1
1390,53347,day,West-Indies,Pakistan,0,0.571428571,0,300,93,310,6.2,42.85714286,44.28571429,2015,0,53,1
1391,53419,daynight,New-Zealand,West-Indies,1,0.516129032,1,300,1166,393,7.86,42.85714286,56.14285714,2015,0,160,1
1392,53383,daynight,West-Indies,India,1,0.50617284,0,266,213,182,4.105263158,24.18181818,16.54545455,2015,1,-41,0
1393,71261,daynight,West-Indies,Sri-Lanka,0,0.4,0,216,2503,206,5.722222222,21.6,20.6,2015,0,-42,0
1394,71259,daynight,West-Indies,Sri-Lanka,1,0.541984733,0,226,1004,214,5.681415929,20.54545455,19.45454545,2015,1,-21,0
1395,71257,daynight,West-Indies,Sri-Lanka,0,0.541984733,0,156,1004,159,6.115384615,17.33333333,17.66666667,2015,0,-76,0
1396,61585,daynight,Pakistan,New-Zealand,0,0.516129032,0,273,1166,210,4.615384615,24.81818182,19.09090909,2015,1,-23,0
1397,61583,daynight,Sri-Lanka,New-Zealand,1,0.516129032,0,300,1166,287,5.74,42.85714286,41,2015,0,54,1
1398,61581,day,New-Zealand,Sri-Lanka,1,0.5,1,300,769,315,6.3,33.33333333,35,2015,0,54,1
1399,61579,day,New-Zealand,Sri-Lanka,0,0.5,1,300,769,360,7.2,50,60,2015,0,99,1
1400,61577,day,Sri-Lanka,New-Zealand,1,0.272727273,0,297,2480,276,5.575757576,27,25.09090909,2015,1,11,0
1401,61573,daynight,New-Zealand,Sri-Lanka,1,0.297297297,1,300,504,248,4.96,27.27272727,22.54545455,2015,1,11,0
1402,61571,day,Sri-Lanka,New-Zealand,1,0.571428571,0,300,93,218,4.36,30,21.8,2015,0,-39,0
1403,53329,day,New-Zealand,Sri-Lanka,0,0.571428571,1,300,93,331,6.62,42.85714286,47.28571429,2015,0,74,1
1404,61587,daynight,New-Zealand,Pakistan,1,0.377777778,1,300,453,369,7.38,50,61.5,2015,0,128,1
1405,53401,daynight,Bangladesh,New-Zealand,0,0.297297297,0,300,504,288,5.76,37.5,36,2015,0,51,0
1406,71121,day,New-Zealand,Sri-Lanka,1,0.272727273,1,300,2480,276,5.52,33.33333333,30.66666667,2015,0,11,0
1407,71119,day,Sri-Lanka,New-Zealand,1,0.571428571,0,166,93,117,4.228915663,15.09090909,10.63636364,2015,1,-140,0
1408,71117,day,Sri-Lanka,New-Zealand,1,0.571428571,0,282,93,188,4,25.63636364,17.09090909,2015,1,-69,0
1409,53335,daynight,India,Pakistan,1,0.541176471,0,300,131,300,6,37.5,37.5,2015,0,70,1
1410,53415,daynight,India,Bangladesh,1,0.483221477,0,300,61,302,6.04,42.85714286,43.14285714,2015,0,80,1
1411,68543,daynight,India,Bangladesh,0,0.462962963,0,300,2025,317,6.34,42.85714286,45.28571429,2015,0,88,1
1412,68541,daynight,India,Bangladesh,1,0.462962963,0,270,2025,200,4.444444444,24.54545455,18.18181818,2015,1,-29,0
1413,68539,daynight,Bangladesh,India,1,0.462962963,1,298,2025,307,6.181208054,27.09090909,27.90909091,2015,1,78,1
1414,68129,daynight,Pakistan,Bangladesh,1,0.462962963,0,294,2025,250,5.102040816,26.72727273,22.72727273,2015,1,21,0
1415,68127,daynight,Pakistan,Bangladesh,1,0.462962963,0,300,2025,239,4.78,42.85714286,34.14285714,2015,0,10,0
1416,68125,daynight,Bangladesh,Pakistan,1,0.462962963,1,300,2025,329,6.58,42.85714286,47,2015,0,100,1
1417,68219,daynight,Sri-Lanka,Pakistan,1,0.391304348,1,300,2502,368,7.36,60,73.6,2015,0,117,1
1418,68217,daynight,Sri-Lanka,Pakistan,1,0.541984733,1,300,1004,256,5.12,30,25.6,2015,0,21,0
1419,68215,daynight,Pakistan,Sri-Lanka,1,0.541984733,0,300,1004,316,6.32,60,63.2,2015,0,81,1
1420,68213,daynight,Pakistan,Sri-Lanka,1,0.4,0,300,2503,287,5.74,33.33333333,31.88888889,2015,0,39,0
1421,68211,day,Sri-Lanka,Pakistan,0,0.448275862,1,300,1434,255,5.1,33.33333333,28.33333333,2015,0,39,0
1422,53363,daynight,Sri-Lanka,Bangladesh,1,0.483221477,0,300,61,332,6.64,150,166,2015,0,110,1
1423,64615,day,England,South-Africa,0,0.651162791,0,270,174,236,5.244444444,24.54545455,21.45454545,2016,1,1,0
1424,64613,daynight,England,South-Africa,0,0.395348837,0,287,508,262,5.477351916,26.09090909,23.81818182,2016,1,26,0
1425,64611,daynight,England,South-Africa,1,0.407407407,0,300,902,318,6.36,33.33333333,35.33333333,2016,0,72,0
1426,64609,day,South-Africa,England,1,0.476190476,1,300,173,262,5.24,37.5,32.75,2016,0,29,0
1427,64607,daynight,England,South-Africa,1,0.419354839,0,300,949,399,7.98,30,39.9,2016,0,160,1
1428,71045,daynight,Sri-Lanka,England,0,0.410958904,0,252,45,305,7.261904762,42,50.83333333,2016,0,54,0
1429,71041,daynight,Sri-Lanka,England,1,0.412698413,0,300,164,254,5.08,37.5,31.75,2016,0,24,0
1430,71047,day,England,Sri-Lanka,0,0.285714286,1,300,644,324,6.48,37.5,40.5,2016,0,99,1
1431,71073,daynight,England,Pakistan,1,0.428571429,1,300,34,444,8.88,75,111,2016,0,190,1
1432,71071,day,Pakistan,England,1,0.462686567,0,299,10,251,5.036789298,27.18181818,22.81818182,2016,1,11,0
1433,71069,daynight,Pakistan,England,1,0.451612903,0,300,1184,260,5.2,42.85714286,37.14285714,2016,0,13,0
1434,71077,day,England,Pakistan,0,0.285714286,1,300,644,302,6.04,30,30.2,2016,0,77,0
1435,71075,daynight,Pakistan,England,1,0.391304348,0,300,179,247,4.94,33.33333333,27.44444444,2016,0,18,0
1436,78805,daynight,Bangladesh,England,0,0.315789474,1,300,1931,277,5.54,42.85714286,39.57142857,2016,0,69,0
1437,78803,daynight,Bangladesh,England,0,0.462962963,1,300,2025,238,4.76,33.33333333,26.44444444,2016,0,9,1
1438,78801,daynight,England,Bangladesh,1,0.462962963,0,300,2025,309,6.18,33.33333333,34.33333333,2016,0,80,1
1439,69679,daynight,Australia,India,0,0.566037736,1,300,132,330,6.6,37.5,41.25,2016,0,106,0
1440,69677,daynight,Australia,India,1,0.8,1,300,757,348,6.96,33.33333333,38.66666667,2016,0,39,1
1441,69675,daynight,India,Australia,0,0.483221477,0,300,61,295,5.9,42.85714286,42.14285714,2016,0,73,0
1442,69673,daynight,India,Australia,1,0.435897436,0,300,209,308,6.16,33.33333333,34.22222222,2016,0,80,0
1443,69671,day,India,Australia,1,0.50617284,0,300,213,309,6.18,75,77.25,2016,0,86,0
1444,71145,daynight,New-Zealand,Australia,0,0.297297297,1,273,504,246,5.406593407,24.81818182,22.36363636,2016,1,9,1
1445,71143,daynight,New-Zealand,Australia,1,0.516129032,1,300,1166,281,5.62,30,28.1,2016,0,48,0
1446,71141,daynight,New-Zealand,Australia,0,0.38961039,1,300,283,307,6.14,33.33333333,34.11111111,2016,0,88,1
1447,72551,daynight,Australia,West-Indies,1,0.452380952,0,300,199,270,5.4,30,27,2016,0,38,1
1448,72547,daynight,West-Indies,Australia,0,0.452380952,1,300,199,282,5.64,33.33333333,31.33333333,2016,0,50,0
1449,72541,daynight,Australia,West-Indies,0,0.722222222,0,300,576,265,5.3,37.5,33.125,2016,0,-21,0
1450,72539,daynight,Australia,South-Africa,1,0.722222222,0,300,576,288,5.76,42.85714286,41.14285714,2016,0,2,1
1451,72537,daynight,South-Africa,Australia,1,0.590909091,0,300,1986,189,3.78,30,18.9,2016,0,-36,1
1452,72535,daynight,West-Indies,Australia,0,0.590909091,1,195,1986,116,3.569230769,17.72727273,10.54545455,2016,1,-109,0
1453,76573,daynight,Sri-Lanka,Australia,1,0.448275862,1,300,1434,212,4.24,27.27272727,19.27272727,2016,1,-4,0
1454,76571,daynight,Sri-Lanka,Australia,1,0.448275862,1,296,1434,226,4.581081081,26.90909091,20.54545455,2016,1,10,0
1455,76569,daynight,Sri-Lanka,Australia,1,0.541984733,1,293,1004,288,5.897610922,26.63636364,26.18181818,2016,1,53,1
1456,76567,daynight,Sri-Lanka,Australia,0,0.541984733,1,300,1004,227,4.54,33.33333333,25.22222222,2016,0,-8,0
1457,72979,daynight,Australia,South-Africa,0,0.407407407,0,300,902,294,5.88,30,29.4,2016,0,48,0
1458,76575,daynight,Sri-Lanka,Australia,1,0.4,1,242,2503,195,4.834710744,22,17.72727273,2016,1,-53,0
1459,72987,daynight,South-Africa,Australia,1,0.651162791,1,300,174,327,6.54,33.33333333,36.33333333,2016,0,92,1
1460,72985,day,Australia,South-Africa,1,0.476190476,0,220,173,167,4.554545455,20,15.18181818,2016,1,-66,0
1461,72983,daynight,Australia,South-Africa,1,0.468085106,0,300,302,371,7.42,42.85714286,53,2016,0,136,0
1462,72981,day,South-Africa,Australia,0,0.395348837,1,300,508,361,7.22,42.85714286,51.57142857,2016,0,125,1
1463,76699,daynight,Australia,New-Zealand,1,0.483221477,1,300,61,264,5.28,33.33333333,29.33333333,2016,0,42,1
1464,76697,daynight,Australia,New-Zealand,0,0.8,1,300,757,378,7.56,50,63,2016,0,69,1
1465,76695,daynight,Australia,New-Zealand,1,0.566037736,1,300,132,324,6.48,33.33333333,36,2016,0,100,1
1466,72549,daynight,West-Indies,South-Africa,0,0.452380952,1,299,199,285,5.719063545,27.18181818,25.90909091,2016,1,53,1
1467,72543,daynight,South-Africa,West-Indies,0,0.722222222,0,300,576,343,6.86,60,68.6,2016,0,57,1
1468,72533,daynight,South-Africa,West-Indies,1,0.590909091,0,281,1986,188,4.014234875,25.54545455,17.09090909,2016,1,-37,0
1469,80199,daynight,Pakistan,West-Indies,0,0.53526971,0,294,848,284,5.795918367,29.4,28.4,2016,0,60,1
1470,80203,daynight,Pakistan,West-Indies,1,0.652173913,0,300,1965,308,6.16,42.85714286,44,2016,0,61,1
1471,80201,daynight,Pakistan,West-Indies,1,0.53526971,0,300,848,337,6.74,50,56.16666667,2016,0,113,1
1472,81275,day,Sri-Lanka,West-Indies,0,0.405063291,0,300,261,330,6.6,37.5,41.25,2016,0,92,1
1473,81272,day,West-Indies,Sri-Lanka,0,0.480263158,0,296,260,227,4.601351351,26.90909091,20.63636364,2016,1,-1,1
1474,71151,day,Pakistan,New-Zealand,1,0.38961039,0,285,283,290,6.105263158,25.90909091,26.36363636,2016,1,71,0
1475,71137,day,New-Zealand,Pakistan,0,0.517241379,1,300,116,280,5.6,33.33333333,31.11111111,2016,0,63,1
1476,71125,day,New-Zealand,Sri-Lanka,0,0.454545455,1,300,2524,294,5.88,50,49,2016,0,26,1
1477,78825,daynight,India,New-Zealand,1,0.333333333,1,300,1896,269,5.38,42.85714286,38.42857143,2016,0,-25,1
1478,78823,daynight,New-Zealand,India,1,0.4,0,300,2575,260,5.2,37.5,32.5,2016,0,-1,1
1479,78821,daynight,New-Zealand,India,0,0.6,0,298,1015,285,5.738255034,27.09090909,25.90909091,2016,1,14,0
1480,78819,daynight,New-Zealand,India,0,0.48,0,300,333,242,4.84,30,24.2,2016,0,8,1
1481,78817,daynight,New-Zealand,India,0,0.25,0,263,1920,190,4.33460076,23.90909091,17.27272727,2016,1,-24,0
1482,78105,day,Bangladesh,New-Zealand,1,0.272727273,0,300,2480,236,4.72,30,23.6,2016,0,-29,0
1483,78103,day,New-Zealand,Bangladesh,0,0.272727273,1,300,2480,251,5.02,27.27272727,22.81818182,2016,1,-14,1
1484,78101,day,New-Zealand,Bangladesh,1,0.571428571,1,300,93,341,6.82,37.5,42.625,2016,0,84,1
1485,79241,daynight,England,India,0,0.6,0,300,292,321,6.42,33.33333333,35.66666667,2017,0,70,1
1486,79239,daynight,India,England,0,0.368421053,1,300,442,381,7.62,42.85714286,54.42857143,2017,0,132,1
1487,79237,daynight,England,India,0,0.5,0,300,2677,350,7,37.5,43.75,2017,0,59,0
1488,78717,day,England,West-Indies,0,0.452380952,0,300,199,328,6.56,27.27272727,29.81818182,2017,1,96,1
1489,78715,day,West-Indies,England,1,0.590909091,1,287,1985,225,4.703832753,26.09090909,20.45454545,2017,1,-6,0
1490,78713,day,England,West-Indies,0,0.590909091,0,300,1985,296,5.92,42.85714286,42.28571429,2017,0,65,1
1491,79123,day,England,South-Africa,0,0.462686567,1,187,10,153,4.909090909,17,13.90909091,2017,1,-87,0
1492,79121,day,England,South-Africa,0,0.451612903,1,300,1184,330,6.6,42.85714286,47.14285714,2017,0,83,1
1493,79119,daynight,England,South-Africa,0,0.391304348,1,300,179,339,6.78,42.85714286,48.42857143,2017,0,110,1
1494,78199,day,England,Pakistan,0,0.285714286,1,299,644,211,4.234113712,27.18181818,19.18181818,2017,1,-14,0
1495,78193,day,Australia,England,0,0.412698413,0,300,164,277,5.54,30,27.7,2017,0,47,0
1496,78185,day,England,New-Zealand,0,0.285714286,1,297,644,310,6.262626263,27,28.18181818,2017,1,85,1
1497,78175,day,Bangladesh,England,0,0.410958904,0,300,45,305,6.1,42.85714286,43.57142857,2017,0,54,0
1498,79155,daynight,West-Indies,England,0,0.451612903,0,300,1184,288,5.76,42.85714286,41.14285714,2017,0,41,0
1499,79153,daynight,West-Indies,England,0,0.410958904,0,300,45,356,7.12,50,59.33333333,2017,0,105,0
1500,79151,day,England,West-Indies,0,0.384615385,1,300,176,369,7.38,30,36.9,2017,0,126,1
1501,79147,daynight,West-Indies,England,1,0.472727273,0,252,75,204,4.857142857,25.2,20.4,2017,0,-24,0
1502,78121,day,New-Zealand,Australia,0,0.38961039,1,300,283,286,5.72,30,28.6,2017,0,67,1
1503,76687,daynight,Australia,Pakistan,1,0.541176471,1,300,131,369,7.38,37.5,46.125,2017,0,139,1
1504,76685,daynight,Australia,Pakistan,1,0.566037736,1,300,132,353,7.06,42.85714286,50.42857143,2017,0,129,1
1505,76683,daynight,Pakistan,Australia,0,0.50617284,0,300,213,263,5.26,37.5,32.875,2017,0,40,0
1506,76681,daynight,Australia,Pakistan,1,0.483221477,1,290,61,220,4.551724138,26.36363636,20,2017,1,-2,0
1507,76679,daynight,Australia,Pakistan,1,0.435897436,1,300,209,268,5.36,30,26.8,2017,0,40,1
1508,78125,day,New-Zealand,Australia,1,0.297297297,1,300,504,281,5.62,30,28.1,2017,0,44,1
1509,85117,daynight,Australia,India,1,0.423076923,0,300,683,334,6.68,50,55.66666667,2017,0,75,1
1510,85116,daynight,Australia,India,1,0.6,0,300,1055,293,5.86,42.85714286,41.85714286,2017,0,-14,0
1511,85115,daynight,India,Australia,1,0.6,1,300,292,252,5.04,27.27272727,22.90909091,2017,1,1,1
1512,85114,daynight,India,Australia,1,0.590909091,1,300,291,281,5.62,37.5,35.125,2017,0,40,1
1513,85118,daynight,Australia,India,1,0.272727273,0,300,2399,242,4.84,30,24.2,2017,0,-18,0
1514,73003,day,Sri-Lanka,South-Africa,0,0.476190476,0,291,173,181,3.731958763,26.45454545,16.45454545,2017,1,-52,0
1515,78133,daynight,South-Africa,New-Zealand,1,0.516129032,0,300,1166,271,5.42,33.33333333,30.11111111,2017,0,38,1
1516,78131,day,New-Zealand,South-Africa,0,0.571428571,1,300,93,289,5.78,60,57.8,2017,0,32,1
1517,78129,daynight,New-Zealand,South-Africa,0,0.297297297,1,204,504,207,6.088235294,25.5,25.875,2017,0,-30,0
1518,73011,daynight,South-Africa,Sri-Lanka,0,0.407407407,1,300,902,384,7.68,42.85714286,54.85714286,2017,0,138,1
1519,73009,daynight,South-Africa,Sri-Lanka,1,0.651162791,1,300,174,367,7.34,50,61.16666667,2017,0,132,1
1520,73007,daynight,Sri-Lanka,South-Africa,0,0.395348837,0,236,508,163,4.144067797,21.45454545,14.81818182,2017,1,-73,0
1521,73005,daynight,South-Africa,Sri-Lanka,0,0.468085106,1,300,302,307,6.14,42.85714286,43.85714286,2017,0,72,1
1522,78137,daynight,New-Zealand,South-Africa,0,0.38961039,1,247,283,149,3.619433198,22.45454545,13.54545455,2017,1,-70,0
1523,78135,daynight,South-Africa,New-Zealand,1,0.297297297,0,300,504,279,5.58,33.33333333,31,2017,0,42,0
1524,78195,day,South-Africa,India,0,0.410958904,0,267,45,191,4.292134831,24.27272727,17.36363636,2017,1,-60,0
1525,78187,daynight,South-Africa,Pakistan,1,0.412698413,0,300,164,219,4.38,33.33333333,24.33333333,2017,0,-11,0
1526,78179,day,South-Africa,Sri-Lanka,0,0.410958904,0,300,45,299,5.98,42.85714286,42.71428571,2017,0,48,1
1527,82382,day,South-Africa,Bangladesh,1,0.454545455,1,300,931,369,7.38,42.85714286,52.71428571,2017,0,144,1
1528,82381,day,South-Africa,Bangladesh,0,0.538461538,1,300,1031,353,7.06,42.85714286,50.42857143,2017,0,110,1
1529,82380,day,Bangladesh,South-Africa,1,0.333333333,0,300,703,278,5.56,37.5,34.75,2017,0,55,0
1530,82484,day,West-Indies,Pakistan,1,0.590909091,1,300,1986,233,4.66,30,23.3,2017,0,8,0
1531,82483,day,Pakistan,West-Indies,0,0.590909091,0,300,1986,282,5.64,50,47,2017,0,57,1
1532,82482,day,Pakistan,West-Indies,0,0.590909091,0,300,1986,308,6.16,50,51.33333333,2017,0,83,0
1533,83751,day,India,West-Indies,0,0.590909091,0,300,1985,251,5.02,60,50.2,2017,0,20,1
1534,83750,day,India,West-Indies,0,0.434782609,0,258,208,310,7.209302326,43,51.66666667,2017,0,93,1
1535,83753,day,West-Indies,India,1,0.368421053,1,300,200,205,4.1,30,20.5,2017,0,-28,0
1536,83752,day,West-Indies,India,1,0.590909091,1,300,1985,189,3.78,30,18.9,2017,0,-42,1
1537,84499,day,New-Zealand,West-Indies,1,0.571428571,1,138,93,131,5.695652174,27.6,26.2,2017,0,-126,1
1538,84498,day,New-Zealand,West-Indies,0,0.571428571,1,300,93,325,6.5,42.85714286,46.42857143,2017,0,68,1
1539,84497,day,West-Indies,New-Zealand,0,0.5,0,300,2517,248,4.96,30,24.8,2017,0,-62,0
1540,79175,day,New-Zealand,Bangladesh,0,0.428571429,0,300,613,270,5.4,33.33333333,30,2017,0,67,0
1541,79169,day,Bangladesh,New-Zealand,0,0.428571429,0,300,613,257,5.14,30,25.7,2017,0,54,0
1542,78191,day,New-Zealand,Bangladesh,1,0.285714286,0,300,644,265,5.3,33.33333333,29.44444444,2017,0,40,0
1543,85201,daynight,India,New-Zealand,0,0.466666667,1,300,419,337,6.74,42.85714286,48.14285714,2017,0,92,1
1544,85200,daynight,New-Zealand,India,1,0.5,0,300,2677,230,4.6,30,23,2017,0,-61,0
1545,85199,daynight,India,New-Zealand,1,0.48,1,300,713,280,5.6,33.33333333,31.11111111,2017,0,40,0
1546,78203,day,Pakistan,India,0,0.410958904,0,300,45,338,6.76,60,67.6,2017,0,87,1
1547,78201,day,Bangladesh,India,0,0.412698413,0,300,164,264,5.28,37.5,33,2017,0,34,0
1548,78189,day,India,Sri-Lanka,0,0.410958904,0,300,45,321,6.42,42.85714286,45.85714286,2017,0,70,0
1549,78181,day,India,Pakistan,0,0.412698413,0,288,164,319,6.645833333,72,79.75,2017,0,89,1
1550,84238,daynight,India,Sri-Lanka,1,0.541984733,0,300,1004,375,7.5,50,62.5,2017,0,140,1
1551,84237,daynight,Sri-Lanka,India,1,0.4,1,300,2503,217,4.34,30,21.7,2017,0,-31,0
1552,84236,daynight,Sri-Lanka,India,0,0.4,1,300,2503,236,4.72,33.33333333,26.22222222,2017,0,-12,0
1553,84235,daynight,Sri-Lanka,India,0,0.448275862,1,260,1434,216,4.984615385,23.63636364,19.63636364,2017,1,0,0
1554,84239,daynight,Sri-Lanka,India,1,0.541984733,1,298,1004,238,4.791946309,27.09090909,21.63636364,2017,1,3,0
1555,85561,daynight,Sri-Lanka,India,0,0.333333333,0,269,1896,215,4.795539033,24.45454545,19.54545455,2017,1,-79,0
1556,85560,daynight,India,Sri-Lanka,0,0.6,1,300,1015,392,7.84,60,78.4,2017,0,121,1
1557,85559,daynight,India,Sri-Lanka,0,0.25,1,230,1920,112,2.92173913,20.90909091,10.18181818,2017,1,-102,0
1558,78197,day,Sri-Lanka,Pakistan,0,0.285714286,0,296,644,236,4.783783784,26.90909091,21.45454545,2017,1,11,0
1559,85295,daynight,Sri-Lanka,Pakistan,1,0.53526971,0,158,848,103,3.911392405,14.36363636,9.363636364,2017,1,-121,0
1560,85294,daynight,Sri-Lanka,Pakistan,1,0.53526971,0,262,848,173,3.961832061,23.81818182,15.72727273,2017,1,-51,0
1561,85293,daynight,Sri-Lanka,Pakistan,1,0.652173913,0,290,1965,208,4.303448276,26.36363636,18.90909091,2017,1,-39,0
1562,85292,daynight,Pakistan,Sri-Lanka,1,0.652173913,0,300,1965,219,4.38,30,21.9,2017,0,-28,1
1563,85291,daynight,Pakistan,Sri-Lanka,0,0.352941176,0,300,2439,292,5.84,42.85714286,41.71428571,2017,0,63,1
1564,82808,daynight,Bangladesh,Sri-Lanka,0,0.448275862,0,300,1434,324,6.48,50,54,2017,0,108,1
1565,82810,day,Sri-Lanka,Bangladesh,0,0.37704918,1,300,679,280,5.6,30,28,2017,0,74,1
1566,82226,day,England,Australia,0,0.5,0,286,3404,259,5.433566434,26,23.54545455,2018,1,54,1
1567,82225,daynight,England,Australia,0,0.541176471,0,269,131,196,4.371747212,24.45454545,17.81818182,2018,1,-34,0
1568,82224,daynight,England,Australia,0,0.566037736,0,300,132,302,6.04,42.85714286,43.14285714,2018,0,78,1
1569,82223,daynight,Australia,England,1,0.435897436,1,300,209,270,5.4,30,27,2018,0,42,0
1570,82222,daynight,Australia,England,0,0.483221477,1,300,61,304,6.08,33.33333333,33.77777778,2018,0,82,0
1571,84488,daynight,New-Zealand,England,0,0.454545455,1,298,2524,223,4.489932886,27.09090909,20.27272727,2018,1,-45,0
1572,84487,daynight,England,New-Zealand,0,0.297297297,0,300,504,284,5.68,33.33333333,31.55555556,2018,0,47,0
1573,84491,day,New-Zealand,England,0,0.571428571,1,299,93,223,4.474916388,27.18181818,20.27272727,2018,1,-34,0
1574,84490,day,England,New-Zealand,0,0.5,0,300,769,335,6.7,30,33.5,2018,0,74,0
